source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
the-wall-street-journal,The Wall Street Journal,Nicholas Lemann,When Corporations Changed Their Social Role—and Upended Our Politics,"Americans once trusted large companies to provide secure jobs with generous benefits. Then they stopped, setting the stage for our populist moment.",https://www.wsj.com/articles/when-corporations-changed-their-social-roleand-upended-our-politics-11567782178?mod=hp_lead_pos10,https://si.wsj.net/public/resources/images/B3-EX179_TRANSA_SOC_20190905184153.jpg,2019-09-06T15:02:00Z,"Presidential elections in the U.S. are traditionally about economics. Next years vote, and others around the world, have the feeling, however, of being not just about how the economy is performing in the moment but about something more fundamental: the econom… [+368 chars]",1.0,0.0,0.0,0.0,0.0
cbs-news,CBS News,CBS News,FDA finds cancer-causing chemical in heartburn medicine Zantac,"Small amounts of a cancer-causing chemical have been found in the popular heartburn medication Zantac, as well is in generic forms of the drug, known as Ranitidine. The FDA is not issuing a recall and says patients can continue taking the medication. Zantac's…",https://www.cbsnews.com/video/fda-finds-cancer-causing-chemical-in-heartburn-medicine-zantac/,https://cbsnews1.cbsistatic.com/hub/i/r/2017/08/10/3102a9a6-d90c-4086-a984-1abe061746ba/thumbnail/1200x630/cb16e63b818055ab94b94871817dbcd6/news2.jpg,2019-09-14T11:48:39Z,,0.0,1209.0,843.0,1169.0,0.0
cnn,CNN,"Rob Picheta, CNN",The 'Chicken Noodle Soup challenge' is a thing now,Chicken noodle soup. Chicken noodle soup. Chicken noodle soup with a soda on the side.,https://www.cnn.com/2019/09/27/entertainment/chicken-noodle-soup-challenge-scli-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190927122521-j-hope-bts-super-tease.jpg,2019-09-27T12:06:34Z,,0.0,5.0,11.0,52.0,0.0
cbs-news,CBS News,CBS/AP,Judge blocks California law requiring Trump to disclose tax returns,U.S. District Judge Morrison C. England Jr. issued a written opinion Tuesday saying the law likely violates the U.S. Constitution,https://www.cbsnews.com/news/trump-tax-returns-federal-judge-blocks-california-law-requiring-trump-to-disclose-tax-returns-2019-10-01/,https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/30/cfa0848e-a01e-4f4e-b297-870a97fd892f/thumbnail/1200x630g3/bda53730d29b0be81c20a0a697036f69/donald-trump-2019-09-29t133251z.jpg,2019-10-02T01:50:38Z,A U.S. judge has temporarily blocked a California law aimed at forcing President Trump to release his personal income tax returns in order to appear on the 2020 primary ballot. U.S. District Judge Morrison C. England Jr. issued a written opinion Tuesday sayin… [+1083 chars],0.0,2575.0,962.0,241.0,0.0
the-new-york-times,The New York Times,,What You Need to Know About North Carolina’s Special Election - The New York Times,What You Need to Know About North Carolina’s Special Election The New York Times Trump calls out GOP challenger's past affair. See his response. CNN Why this House race could hold the key to 2020 CNN Don’t let the North Carolina special election freak you out…,https://www.nytimes.com/2019/09/10/us/politics/north-carolina-special-election.html,https://static01.nyt.com/images/2019/09/10/us/politics/10carolina1/10carolina1-facebookJumbo.jpg,2019-09-10T14:00:00Z,"Mr. Trump has tweeted his endorsement for Mr. Bishop and sent out a fund-raising email on his behalf. In July, Mr. Bishop spoke at Mr. Trumps rally in Greenville, N.C., in which the crowd responded to the presidents attacks on Representative Ilhan Omar, a Som… [+1722 chars]",0.0,216.0,158.0,82.0,0.0
cbs-news,CBS News,CBS News,"Angie Dickinson on Frank Sinatra, ""Police Woman"" and #MeToo","The actress speaks about a seductive career on screen, playing a cop, and sexism in Hollywood",https://www.cbsnews.com/news/angie-dickinson-on-frank-sinatra-police-woman-and-metoo/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/02/24/d8410bf1-63a6-4f2c-b588-5ff78562d492/thumbnail/1200x630/950da7ae8d704cc398622f572f3e09c4/angie-dickinson-interview-promo.jpg,2019-09-15T13:55:56Z,"This story was originally broadcast February 24, 2019. 
So, if Angie Dickinson were a critic doing a review of her life so far, what would you say? ""Oh my God, that's one lucky bitch!"" Dickinson laughed. 
Well, it's not exactly luck that's had Dickinson tur… [+6393 chars]",0.0,1019.0,260.0,130.0,0.0
the-irish-times,The Irish Times,Ronan McGreevy,Minister attends service for killed RIC and DMP men,Charlie Flanagan says he wants to remember police ‘murdered in the line of duty’,https://www.irishtimes.com/news/ireland/irish-news/minister-attends-service-for-killed-ric-and-dmp-men-1.4018814,https://www.irishtimes.com/polopoly_fs/1.4018813.1568556008!/image/image.jpg,2019-09-15T14:01:17Z,"Minister for Justice Charlie Flanagan has become the first government minister to attend a commemoration service for policemen killed by the IRA in the War of Independence.
Mr Flanagan was a guest at the annual interdenominational service for members of the … [+3305 chars]",0.0,68.0,22.0,29.0,0.0
bbc-news,BBC News,BBC News,Virginia alters 'racist' marriage licence forms,The US state's attorney-general says couples no longer have to declare their race to get married.,http://www.bbc.co.uk/news/world-us-canada-49708880,https://ichef.bbci.co.uk/news/1024/branded_news/154D4/production/_108725278_ashley.jpg,2019-09-15T14:07:51Z,"Image copyrightAshley RamkishunImage caption
 Samuel Sarfo and Ashley Ramkishun have lived in Virginia for 10 years
Couples in the US state of Virginia will no longer have to declare their race in order to get a marriage certificate, its attorney-general sa… [+2486 chars]",1.0,0.0,0.0,0.0,0.0
reuters,Reuters,Reuters Editorial,Air Canada files challenge over Onex's C$3.5 billion buyout of rival WestJet,"Air Canada has challenged Onex Corp's proposed acquisition of WestJet Airlines , on grounds that the deal may not meet the country's ownership rules, according to a letter sent by the carrier to the Canadian Transportation Agency.",https://ca.reuters.com/article/businessNews/idCAKCN1VO25S-OCABS,https://s4.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425827975&w=1200&r=LYNXNPEF821KL-OCABS,2019-09-03T16:56:00Z,"MONTREAL (Reuters) - Air Canada (AC.TO) has challenged Onex Corp’s (ONEX.TO) proposed acquisition of WestJet Airlines (WJA.TO), on grounds that the deal may not meet the country’s ownership rules, according to a letter sent by the carrier to the Canadian Tran… [+1791 chars]",0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,https://www.facebook.com/davidmcw,Subscriber Only: David McWilliams: Why Irish apartment rents are like the Cuban car market,"If you restrict supply amid huge demand, even old bangers become hugely expensive",https://www.irishtimes.com/							/opinion/david-mcwilliams-why-irish-apartment-rents-are-like-the-cuban-car-market-1.4009853	,https://www.irishtimes.com/image-creator/?id=1.4009852&origw=1440,2019-09-07T05:00:00Z,"Two years ago, my son spent half his transition year in the Vedado area of Havana, a few miles west of Havanas extraordinary old city. Havana is a vibrant city. There might not be a more exciting place to learn Spanish and the competition is stiff. The Spanis… [+175 chars]",1.0,,,,
al-jazeera-english,Al Jazeera English,Andy,Is adoption tricking Ugandan parents from their children?,"Is adoption tricking Ugandan parents from their children? September 30, 2019 Landmark legal case shines spotlight on fraud and exploitation in international adoptions and guardianships. A three-year-old girl who was offered for international adoption without …",http://stream.aljazeera.com/story/201909300740-0025925,,2019-09-27T17:17:42Z,,0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,Frank McDonald,"Irish architects win RIBA gold medal, UK’s top award",Grafton Architects honoured for significant contribution to advancement of architecture,https://www.irishtimes.com/							/culture/art-and-design/irish-architects-win-riba-gold-medal-uk-s-top-award-1.4038025	,https://www.irishtimes.com/image-creator/?id=1.4038024&origw=1440,2019-10-02T17:15:26Z,"Dublin-based Grafton Architects have been named as the recipient of the Royal Gold Medal awarded annually by the Royal Institute of British Architects in recognition of their significant lifetime contribution to the advancement of architecture.
Approved pers… [+3167 chars]",1.0,,,,
